Title,Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sentiment
"5.0 out of 5 stars
Outstanding Performance and Accuracy","I've recently purchased the Konquest Automatic Upper Arm Blood Pressure Monitor and I must say, it has exceeded my expectations.Accuracy is vital when it comes to blood pressure monitors and this device delivers just that. Each reading I've taken has been consistent and reliable, giving me an ample amount of trust in this device. The adjustable cuff is a thoughtful addition, making it highly suitable for a variety of users.The large backlit display is another feature I find extremely useful. The bold, clear numbers make the readings easy to read and comprehend, even in low light conditions.But what sets the Konquest Blood Pressure Monitor apart is its user-friendly design. It's quick to set up and effortless to use.I highly recommend the Konquest Automatic Upper Arm Blood Pressure Monitor. It truly combines quality, comfort and functionality in one device.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
"5.0 out of 5 stars
That it's simple",I really like this monitor....since my yearly exam I was told I may be pre- diabetic ...I can monitor my blood pressure it easy to use and understand.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"5.0 out of 5 stars
Works great!",Love the case it comes in. Easy to read display and reliable result and function. Alternate cuff sizes would make it better.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"5.0 out of 5 stars
How accurate this machine is",The Ease of use is pretty simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"4.0 out of 5 stars
Takes a little practice to get it place accurately","Given as a gift to my sister.  She likes the ease of using and the accuracy, ,but it is taking her a while to  get used to getting it placed correctly.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"5.0 out of 5 stars
Works well",Seems to work just like the ones at the doc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
"5.0 out of 5 stars
Great bp machine","Very accurate with my old machine which i thought was getting old and not giving me the right numbers because they were all over the place this last week,so i panic bought this one last night and it arrived overnight and i tested it and it was spot on with my old one, i guess before it rains and barometric pressure changes this time of year my blood pressure goes up and down within minutes i felt a lot of pressure in my head all week but it rained and i feel better. But will continue to use this one",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"4.0 out of 5 stars
8 months of use - good read- tight cuff!","I purchased this 8 months ago for my boyfriend who has high blood pressure but I began to use it more 3-4 weeks ago due to being diagnosed with preeclampsia during and after labor. My only ick is that the cuff bubbles and tightens up pretty bad sometimes, resulting in an inaccurate read. I’ve had to quickly turn it off and rerun it.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"5.0 out of 5 stars
Very accurate",I like this blood pressure because it goes by the arm and not the wrist. It’s easy to work. It got good ratings on the top ten. I’m very pleased with my purchase.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"4.0 out of 5 stars
Very accurate","I like that it is accurate, as measured against the Doctor’s blood pressure cuff.What is a bit of a problem is that when you turn it on the measurement goes all the way up to 190 before itstarts dropping down for the reading.  So it gets extremely tight and uncomfortable for the first few seconds.  I almost returned it but decided to keep it for the accuracy.  Eklderly or sensitive people might have a problem with it.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"5.0 out of 5 stars
Outstanding Performance and Accuracy","I've recently purchased the Konquest Automatic Upper Arm Blood Pressure Monitor and I must say, it has exceeded my expectations.Accuracy is vital when it comes to blood pressure monitors and this device delivers just that. Each reading I've taken has been consistent and reliable, giving me an ample amount of trust in this device. The adjustable cuff is a thoughtful addition, making it highly suitable for a variety of users.The large backlit display is another feature I find extremely useful. The bold, clear numbers make the readings easy to read and comprehend, even in low light conditions.But what sets the Konquest Blood Pressure Monitor apart is its user-friendly design. It's quick to set up and effortless to use.I highly recommend the Konquest Automatic Upper Arm Blood Pressure Monitor. It truly combines quality, comfort and functionality in one device.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"5.0 out of 5 stars
That it's simple",I really like this monitor....since my yearly exam I was told I may be pre- diabetic ...I can monitor my blood pressure it easy to use and understand.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
"5.0 out of 5 stars
Works great!",Love the case it comes in. Easy to read display and reliable result and function. Alternate cuff sizes would make it better.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"5.0 out of 5 stars
How accurate this machine is",The Ease of use is pretty simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"4.0 out of 5 stars
Takes a little practice to get it place accurately","Given as a gift to my sister.  She likes the ease of using and the accuracy, ,but it is taking her a while to  get used to getting it placed correctly.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"5.0 out of 5 stars
Works well",Seems to work just like the ones at the doc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"5.0 out of 5 stars
Great bp machine","Very accurate with my old machine which i thought was getting old and not giving me the right numbers because they were all over the place this last week,so i panic bought this one last night and it arrived overnight and i tested it and it was spot on with my old one, i guess before it rains and barometric pressure changes this time of year my blood pressure goes up and down within minutes i felt a lot of pressure in my head all week but it rained and i feel better. But will continue to use this one",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
"4.0 out of 5 stars
8 months of use - good read- tight cuff!","I purchased this 8 months ago for my boyfriend who has high blood pressure but I began to use it more 3-4 weeks ago due to being diagnosed with preeclampsia during and after labor. My only ick is that the cuff bubbles and tightens up pretty bad sometimes, resulting in an inaccurate read. I’ve had to quickly turn it off and rerun it.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"5.0 out of 5 stars
Very accurate",I like this blood pressure because it goes by the arm and not the wrist. It’s easy to work. It got good ratings on the top ten. I’m very pleased with my purchase.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"4.0 out of 5 stars
Very accurate","I like that it is accurate, as measured against the Doctor’s blood pressure cuff.What is a bit of a problem is that when you turn it on the measurement goes all the way up to 190 before itstarts dropping down for the reading.  So it gets extremely tight and uncomfortable for the first few seconds.  I almost returned it but decided to keep it for the accuracy.  Eklderly or sensitive people might have a problem with it.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"5.0 out of 5 stars
Outstanding Performance and Accuracy","I've recently purchased the Konquest Automatic Upper Arm Blood Pressure Monitor and I must say, it has exceeded my expectations.Accuracy is vital when it comes to blood pressure monitors and this device delivers just that. Each reading I've taken has been consistent and reliable, giving me an ample amount of trust in this device. The adjustable cuff is a thoughtful addition, making it highly suitable for a variety of users.The large backlit display is another feature I find extremely useful. The bold, clear numbers make the readings easy to read and comprehend, even in low light conditions.But what sets the Konquest Blood Pressure Monitor apart is its user-friendly design. It's quick to set up and effortless to use.I highly recommend the Konquest Automatic Upper Arm Blood Pressure Monitor. It truly combines quality, comfort and functionality in one device.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"5.0 out of 5 stars
That it's simple",I really like this monitor....since my yearly exam I was told I may be pre- diabetic ...I can monitor my blood pressure it easy to use and understand.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"5.0 out of 5 stars
Works great!",Love the case it comes in. Easy to read display and reliable result and function. Alternate cuff sizes would make it better.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
"5.0 out of 5 stars
How accurate this machine is",The Ease of use is pretty simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"4.0 out of 5 stars
Takes a little practice to get it place accurately","Given as a gift to my sister.  She likes the ease of using and the accuracy, ,but it is taking her a while to  get used to getting it placed correctly.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"5.0 out of 5 stars
Works well",Seems to work just like the ones at the doc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"5.0 out of 5 stars
Great bp machine","Very accurate with my old machine which i thought was getting old and not giving me the right numbers because they were all over the place this last week,so i panic bought this one last night and it arrived overnight and i tested it and it was spot on with my old one, i guess before it rains and barometric pressure changes this time of year my blood pressure goes up and down within minutes i felt a lot of pressure in my head all week but it rained and i feel better. But will continue to use this one",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"4.0 out of 5 stars
8 months of use - good read- tight cuff!","I purchased this 8 months ago for my boyfriend who has high blood pressure but I began to use it more 3-4 weeks ago due to being diagnosed with preeclampsia during and after labor. My only ick is that the cuff bubbles and tightens up pretty bad sometimes, resulting in an inaccurate read. I’ve had to quickly turn it off and rerun it.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
"5.0 out of 5 stars
Very accurate",I like this blood pressure because it goes by the arm and not the wrist. It’s easy to work. It got good ratings on the top ten. I’m very pleased with my purchase.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"4.0 out of 5 stars
Very accurate","I like that it is accurate, as measured against the Doctor’s blood pressure cuff.What is a bit of a problem is that when you turn it on the measurement goes all the way up to 190 before itstarts dropping down for the reading.  So it gets extremely tight and uncomfortable for the first few seconds.  I almost returned it but decided to keep it for the accuracy.  Eklderly or sensitive people might have a problem with it.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"5.0 out of 5 stars
Outstanding Performance and Accuracy","I've recently purchased the Konquest Automatic Upper Arm Blood Pressure Monitor and I must say, it has exceeded my expectations.Accuracy is vital when it comes to blood pressure monitors and this device delivers just that. Each reading I've taken has been consistent and reliable, giving me an ample amount of trust in this device. The adjustable cuff is a thoughtful addition, making it highly suitable for a variety of users.The large backlit display is another feature I find extremely useful. The bold, clear numbers make the readings easy to read and comprehend, even in low light conditions.But what sets the Konquest Blood Pressure Monitor apart is its user-friendly design. It's quick to set up and effortless to use.I highly recommend the Konquest Automatic Upper Arm Blood Pressure Monitor. It truly combines quality, comfort and functionality in one device.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"5.0 out of 5 stars
That it's simple",I really like this monitor....since my yearly exam I was told I may be pre- diabetic ...I can monitor my blood pressure it easy to use and understand.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"5.0 out of 5 stars
Works great!",Love the case it comes in. Easy to read display and reliable result and function. Alternate cuff sizes would make it better.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"5.0 out of 5 stars
How accurate this machine is",The Ease of use is pretty simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
"4.0 out of 5 stars
Takes a little practice to get it place accurately","Given as a gift to my sister.  She likes the ease of using and the accuracy, ,but it is taking her a while to  get used to getting it placed correctly.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"5.0 out of 5 stars
Works well",Seems to work just like the ones at the doc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"5.0 out of 5 stars
Great bp machine","Very accurate with my old machine which i thought was getting old and not giving me the right numbers because they were all over the place this last week,so i panic bought this one last night and it arrived overnight and i tested it and it was spot on with my old one, i guess before it rains and barometric pressure changes this time of year my blood pressure goes up and down within minutes i felt a lot of pressure in my head all week but it rained and i feel better. But will continue to use this one",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"4.0 out of 5 stars
8 months of use - good read- tight cuff!","I purchased this 8 months ago for my boyfriend who has high blood pressure but I began to use it more 3-4 weeks ago due to being diagnosed with preeclampsia during and after labor. My only ick is that the cuff bubbles and tightens up pretty bad sometimes, resulting in an inaccurate read. I’ve had to quickly turn it off and rerun it.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"5.0 out of 5 stars
Very accurate",I like this blood pressure because it goes by the arm and not the wrist. It’s easy to work. It got good ratings on the top ten. I’m very pleased with my purchase.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
"4.0 out of 5 stars
Very accurate","I like that it is accurate, as measured against the Doctor’s blood pressure cuff.What is a bit of a problem is that when you turn it on the measurement goes all the way up to 190 before itstarts dropping down for the reading.  So it gets extremely tight and uncomfortable for the first few seconds.  I almost returned it but decided to keep it for the accuracy.  Eklderly or sensitive people might have a problem with it.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"5.0 out of 5 stars
Outstanding Performance and Accuracy","I've recently purchased the Konquest Automatic Upper Arm Blood Pressure Monitor and I must say, it has exceeded my expectations.Accuracy is vital when it comes to blood pressure monitors and this device delivers just that. Each reading I've taken has been consistent and reliable, giving me an ample amount of trust in this device. The adjustable cuff is a thoughtful addition, making it highly suitable for a variety of users.The large backlit display is another feature I find extremely useful. The bold, clear numbers make the readings easy to read and comprehend, even in low light conditions.But what sets the Konquest Blood Pressure Monitor apart is its user-friendly design. It's quick to set up and effortless to use.I highly recommend the Konquest Automatic Upper Arm Blood Pressure Monitor. It truly combines quality, comfort and functionality in one device.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
